Gender,Age,Married,Number of Dependents,City,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Customer Status
Male,59,No,0,Ravendale,0,40,Yes,Yes,Yes,Fiber Optic,27.0,No,No,Yes,No,No,Yes,Month-to-Month,3369.05,0.0,0,713.2,Stayed
Male,39,Yes,1,Arcata,0,27,Yes,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,No,No,Yes,Month-to-Month,2793.55,0.0,0,379.89,Stayed
Male,23,No,0,Valencia,0,3,Yes,No,Yes,DSL,41.0,No,No,No,No,Yes,Yes,Month-to-Month,123.65,0.0,0,146.52,Churned
Female,36,Yes,0,Los Angeles,0,1,No,No,Yes,DSL,10.0,No,No,No,No,No,Yes,Month-to-Month,29.85,0.0,0,0.0,Stayed
Male,61,Yes,1,Fremont,5,6,Yes,No,Yes,DSL,21.0,No,No,No,No,No,Yes,Month-to-Month,260.8,0.0,0,295.2,Churned
Male,39,No,0,Los Angeles,0,1,Yes,No,Yes,DSL,21.0,No,No,No,No,No,Yes,Month-to-Month,46.3,0.0,0,48.22,Churned
Male,67,No,0,Sacramento,0,34,Yes,No,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Two Year,2275.1,0.0,0,461.04,Stayed
Female,20,No,0,Covina,0,1,Yes,No,Yes,Fiber Optic,52.0,No,No,No,Yes,Yes,Yes,Month-to-Month,79.6,0.0,0,21.72,Churned
Male,48,Yes,2,Santa Maria,10,32,No,No,Yes,DSL,19.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,1653.45,0.0,0,0.0,Stayed
Female,53,No,0,Clearlake,0,1,Yes,No,Yes,Fiber Optic,26.0,No,No,No,No,No,Yes,Month-to-Month,75.8,0.0,0,14.48,Churned
Female,62,No,0,Fiddletown,0,27,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,538.2,0.0,0,965.79,Stayed
Female,61,No,0,Rodeo,0,12,Yes,No,Yes,Fiber Optic,19.0,No,No,Yes,No,No,Yes,One Year,979.05,0.0,0,191.64,Stayed
Female,19,No,0,Bakersfield,0,65,Yes,No,Yes,DSL,76.0,No,Yes,No,No,No,No,Two Year,3739.8,0.0,120,2813.85,Stayed
Male,19,Yes,0,Marshall,1,2,Yes,No,Yes,Fiber Optic,51.0,Yes,No,No,No,No,Yes,Month-to-Month,151.8,0.0,0,41.0,Churned
Male,54,Yes,0,South Pasadena,1,42,Yes,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,4512.7,0.0,0,101.22,Churned
Female,32,Yes,2,Lockeford,6,62,No,No,Yes,Cable,26.0,No,Yes,Yes,No,No,No,Two Year,3008.55,0.0,120,0.0,Stayed
Female,54,No,0,Simi Valley,0,48,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1183.05,0.0,0,1479.36,Stayed
Male,52,Yes,3,Wildomar,1,35,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,686.95,0.0,0,729.75,Stayed
Male,35,No,0,Downieville,0,1,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,19.55,0.0,0,17.94,Stayed
Female,46,Yes,0,San Francisco,2,71,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1416.5,0.0,0,2685.93,Stayed
Female,62,Yes,1,Fish Camp,9,72,Yes,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,8058.85,0.0,0,3357.36,Stayed
Male,27,No,1,San Gabriel,0,12,Yes,Yes,Yes,Fiber Optic,59.0,No,No,No,No,Yes,Yes,Month-to-Month,871.4,0.0,0,179.52,Churned
Female,35,No,0,Mira Loma,0,31,No,No,Yes,DSL,10.0,No,Yes,No,Yes,Yes,Yes,Two Year,1520.1,0.0,0,0.0,Stayed
Female,42,Yes,0,Gardena,6,45,Yes,No,Yes,DSL,22.0,Yes,No,No,No,No,Yes,Month-to-Month,2221.55,0.0,0,292.05,Stayed
Male,39,No,0,La Quinta,0,72,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1468.75,0.0,0,2191.68,Stayed
Male,25,Yes,2,Loma Linda,6,45,Yes,Yes,Yes,Fiber Optic,69.0,Yes,No,No,Yes,Yes,No,One Year,4368.85,0.0,60,1505.25,Stayed
Male,62,No,1,Marysville,0,62,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1413.0,0.0,0,1088.72,Stayed
Female,21,No,0,Mountain Ranch,0,17,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,280.85,0.0,0,721.14,Stayed
Male,60,No,0,Irvine,0,54,Yes,Yes,Yes,DSL,26.0,Yes,Yes,Yes,Yes,Yes,No,Two Year,4735.2,0.0,80,1001.16,Stayed
Male,48,No,0,West Point,0,15,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,378.6,0.0,0,119.4,Stayed
Male,50,Yes,2,Burson,1,22,Yes,No,Yes,Fiber Optic,19.0,No,No,No,No,No,Yes,Month-to-Month,1573.95,0.0,0,854.04,Stayed
Male,41,No,0,Amador City,0,12,Yes,Yes,Yes,Fiber Optic,23.0,No,No,Yes,No,No,Yes,Month-to-Month,1059.55,0.0,0,148.32,Churned
Male,57,Yes,0,Costa Mesa,2,49,No,No,Yes,DSL,5.0,No,No,Yes,Yes,Yes,No,One Year,2541.25,0.0,50,0.0,Churned
Female,23,Yes,0,San Diego,1,2,No,No,Yes,Cable,51.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,97.1,0.0,0,0.0,Churned
Male,62,No,0,Clearlake Oaks,0,1,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,19.45,0.0,0,46.59,Stayed
Male,63,Yes,2,Foothill Ranch,1,24,Yes,Yes,Yes,DSL,18.0,No,No,No,No,No,Yes,Month-to-Month,1338.15,0.0,0,414.48,Churned
Female,41,Yes,0,Cardiff By The Sea,3,53,Yes,Yes,Yes,Cable,4.0,Yes,No,No,Yes,Yes,Yes,One Year,3833.95,0.0,0,1968.42,Stayed
Female,60,Yes,0,Arcadia,8,42,Yes,Yes,Yes,Fiber Optic,13.0,Yes,Yes,No,No,No,Yes,Month-to-Month,3729.75,0.0,0,864.36,Stayed
Male,71,Yes,0,Costa Mesa,8,56,Yes,No,Yes,DSL,30.0,Yes,Yes,Yes,Yes,No,Yes,Two Year,4824.45,0.0,0,1774.08,Stayed
Male,29,No,0,Canoga Park,0,28,No,No,Yes,DSL,48.0,No,Yes,No,No,No,Yes,Month-to-Month,810.85,0.0,0,0.0,Stayed
Male,46,No,1,Caliente,0,6,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,111.65,0.0,0,166.68,Stayed
Male,34,No,1,Jackson,0,1,Yes,No,Yes,DSL,17.0,No,Yes,No,No,No,Yes,Month-to-Month,49.9,0.0,0,39.6,Churned
Female,48,No,0,Strathmore,0,11,Yes,Yes,Yes,Fiber Optic,4.0,No,No,No,No,No,Yes,Month-to-Month,837.95,0.0,0,171.6,Churned
Female,62,Yes,0,San Jose,0,37,Yes,Yes,Yes,Fiber Optic,29.0,Yes,No,No,No,No,Yes,Month-to-Month,2839.65,0.0,0,1387.13,Churned
Female,80,Yes,0,Palo Alto,10,56,Yes,Yes,Yes,Fiber Optic,27.0,Yes,Yes,No,No,No,Yes,One Year,5471.75,21.71,0,646.8,Stayed
Female,32,No,0,San Rafael,0,7,Yes,No,Yes,DSL,17.0,No,No,No,Yes,Yes,Yes,One Year,369.25,0.0,0,47.81,Stayed
Male,69,No,0,Tahoe Vista,0,66,Yes,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,No,Yes,One Year,7432.05,0.0,0,653.4,Churned
Female,52,Yes,2,Stinson Beach,7,25,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,520.1,0.0,0,326.5,Stayed
Male,50,Yes,0,Diamond Bar,1,57,Yes,No,Yes,Cable,22.0,No,Yes,No,No,No,Yes,Two Year,3450.15,0.0,0,2809.53,Stayed
Female,52,Yes,1,Moss Landing,1,47,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1016.7,0.0,0,67.68,Stayed
Female,22,No,1,Terra Bella,0,8,No,No,Yes,DSL,51.0,No,No,No,Yes,Yes,Yes,Month-to-Month,330.8,0.0,0,0.0,Stayed
Male,79,No,0,Redding,0,12,No,No,Yes,DSL,4.0,No,No,No,No,No,Yes,Two Year,381.2,38.98,0,0.0,Stayed
Female,44,Yes,3,Palos Verdes Peninsula,7,58,Yes,No,Yes,Cable,25.0,No,No,No,No,No,No,One Year,2413.05,0.0,150,1313.7,Stayed
Male,56,No,0,Firebaugh,0,2,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,33.7,0.0,0,7.64,Stayed
Female,63,No,0,Visalia,0,7,Yes,No,Yes,Fiber Optic,2.0,No,No,Yes,No,No,Yes,Month-to-Month,522.95,0.0,0,182.63,Churned
Male,23,No,0,Los Angeles,0,52,Yes,Yes,Yes,Cable,73.0,No,Yes,Yes,Yes,Yes,Yes,Two Year,4217.8,0.0,0,1516.32,Stayed
Male,56,Yes,0,San Diego,8,70,Yes,Yes,Yes,Cable,2.0,Yes,Yes,Yes,No,No,Yes,Two Year,5731.85,0.0,0,1957.9,Stayed
Female,32,No,0,Glen Ellen,0,22,Yes,No,Yes,DSL,30.0,No,No,No,No,No,No,Month-to-Month,1054.6,0.0,20,86.9,Churned
Male,76,Yes,0,Tranquillity,3,46,Yes,Yes,Yes,Fiber Optic,17.0,Yes,No,Yes,No,No,Yes,Month-to-Month,4541.2,46.64,0,2259.06,Churned
Male,21,No,1,Fresno,0,39,Yes,Yes,Yes,Fiber Optic,85.0,No,Yes,Yes,Yes,Yes,Yes,Two Year,3895.35,0.0,0,574.08,Stayed
Female,31,Yes,3,Montgomery Creek,0,63,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1263.85,0.0,0,2635.92,Stayed
Male,56,Yes,1,Los Angeles,5,10,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,198.5,0.0,0,155.1,Stayed
Female,48,Yes,4,San Marcos,1,54,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1092.35,0.0,0,2264.22,Stayed
Male,22,No,0,Paso Robles,0,11,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,226.8,0.0,0,368.28,Stayed
Male,36,Yes,0,Emeryville,5,71,Yes,Yes,Yes,DSL,20.0,Yes,Yes,No,Yes,Yes,Yes,Two Year,5585.4,0.0,0,778.87,Stayed
Male,61,Yes,0,Sunland,6,43,Yes,No,Yes,Fiber Optic,21.0,Yes,Yes,No,No,No,Yes,One Year,3539.25,0.0,0,653.6,Stayed
Male,73,No,0,Los Angeles,0,38,Yes,No,Yes,Cable,30.0,Yes,Yes,Yes,No,No,Yes,One Year,2497.35,0.0,0,218.5,Churned
Male,71,Yes,0,Fullerton,0,21,Yes,No,Yes,Fiber Optic,9.0,Yes,No,Yes,No,No,Yes,Month-to-Month,1857.25,0.0,0,468.3,Stayed
Female,51,No,0,Long Beach,0,1,Yes,No,Yes,Fiber Optic,18.0,No,No,No,No,No,Yes,Month-to-Month,69.2,0.0,0,10.08,Churned
Male,49,No,0,Alhambra,0,19,Yes,No,Yes,Fiber Optic,2.0,No,Yes,No,Yes,Yes,Yes,One Year,1725.95,0.0,0,819.09,Stayed
Male,34,Yes,0,Fields Landing,9,59,Yes,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,6561.25,0.0,0,883.82,Stayed
Male,44,No,0,Los Angeles,0,1,Yes,No,Yes,DSL,10.0,No,No,No,No,No,Yes,Month-to-Month,44.15,0.0,0,8.77,Churned
Female,33,Yes,0,Moss Landing,10,72,Yes,Yes,Yes,Fiber Optic,8.0,Yes,Yes,Yes,No,No,No,Two Year,7556.9,0.0,70,3187.44,Stayed
Male,46,No,0,Escondido,0,29,Yes,Yes,Yes,Fiber Optic,23.0,Yes,Yes,No,Yes,Yes,No,One Year,2830.45,0.0,100,1447.68,Stayed
Female,19,Yes,3,Pleasanton,5,36,No,No,Yes,Cable,71.0,Yes,Yes,No,No,No,Yes,Two Year,1547.35,0.0,0,0.0,Stayed
Female,25,No,0,Temecula,0,1,Yes,No,Yes,Fiber Optic,59.0,No,No,No,No,Yes,Yes,Month-to-Month,69.6,0.0,0,14.19,Churned
Male,40,No,0,Santa Barbara,0,10,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,176.3,0.0,0,174.0,Stayed
Female,39,No,0,Riverbank,0,39,Yes,No,Yes,Fiber Optic,27.0,Yes,Yes,No,No,No,Yes,Two Year,3201.55,0.0,0,953.55,Churned
Female,77,Yes,0,Glendora,9,17,Yes,Yes,Yes,Fiber Optic,20.0,No,No,Yes,Yes,No,Yes,Month-to-Month,1614.7,0.0,0,65.11,Stayed
Male,49,Yes,2,Igo,5,12,Yes,No,Yes,Cable,29.0,No,No,Yes,No,No,Yes,Month-to-Month,628.65,0.0,0,207.24,Stayed
Female,59,Yes,0,Denair,1,58,Yes,Yes,Yes,DSL,8.0,No,Yes,No,No,No,No,One Year,3478.75,0.0,0,1528.88,Stayed
Male,31,Yes,0,Long Beach,6,57,Yes,No,Yes,Cable,15.0,No,Yes,No,No,No,Yes,Month-to-Month,3171.6,34.59,0,882.36,Stayed
Female,64,Yes,3,Carlsbad,6,69,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1337.5,0.0,0,791.43,Stayed
Female,43,No,0,Pasadena,0,23,Yes,Yes,Yes,DSL,12.0,Yes,No,Yes,Yes,Yes,Yes,One Year,1843.05,19.63,0,1124.24,Stayed
Female,64,No,0,North Hills,0,33,Yes,No,Yes,Fiber Optic,13.0,No,Yes,No,No,No,Yes,One Year,2684.85,0.0,0,1395.57,Stayed
Female,76,No,0,Fallbrook,0,3,Yes,No,Yes,DSL,6.0,No,No,No,No,No,No,Month-to-Month,127.1,0.0,10,90.42,Churned
Male,26,Yes,0,Granite Bay,5,8,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,153.95,0.0,0,387.12,Stayed
Male,25,Yes,3,Williams,5,34,Yes,No,Yes,Fiber Optic,85.0,Yes,No,Yes,No,No,Yes,Month-to-Month,3091.75,14.93,0,624.24,Stayed
Male,42,Yes,1,Palmdale,1,14,Yes,No,Yes,Cable,19.0,No,No,Yes,No,No,Yes,Month-to-Month,937.6,0.0,0,638.4,Churned
Male,53,Yes,3,Loomis,3,72,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1643.25,0.0,0,1470.24,Stayed
Male,21,Yes,0,San Diego,5,71,Yes,No,Yes,DSL,59.0,No,Yes,No,No,No,Yes,Two Year,3778.2,0.0,0,3430.72,Stayed
Male,20,Yes,0,Willow Creek,5,64,Yes,No,Yes,DSL,71.0,Yes,No,Yes,Yes,Yes,Yes,One Year,4688.65,0.0,0,1704.96,Stayed
Male,31,Yes,1,Aliso Viejo,9,53,Yes,No,Yes,DSL,19.0,No,Yes,Yes,No,No,Yes,Month-to-Month,3363.8,0.0,0,111.83,Stayed
Female,30,Yes,0,Aromas,5,68,Yes,Yes,Yes,Fiber Optic,82.0,Yes,No,Yes,No,No,Yes,Two Year,5974.3,0.0,0,1928.48,Stayed
Male,57,Yes,1,Julian,1,5,Yes,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,Yes,Month-to-Month,385.0,0.0,0,57.7,Churned
Male,75,No,0,Davenport,0,52,Yes,Yes,Yes,Fiber Optic,11.0,No,No,No,No,No,Yes,Two Year,3829.75,0.0,0,2193.88,Stayed
Male,61,Yes,0,Coronado,4,67,Yes,Yes,Yes,Fiber Optic,3.0,Yes,No,Yes,Yes,Yes,Yes,One Year,7040.85,0.0,0,548.06,Churned
Female,32,No,0,Salinas,0,68,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1424.9,0.0,0,3291.88,Stayed
Female,23,Yes,1,Fallbrook,10,49,Yes,No,Yes,DSL,82.0,Yes,No,Yes,Yes,Yes,Yes,One Year,3824.2,0.0,0,444.43,Stayed
Male,24,Yes,3,Diamond Bar,0,37,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,726.1,0.0,0,303.77,Stayed
Male,55,No,0,Riverside,0,1,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,20.0,0.0,0,25.99,Stayed
Male,47,No,0,Heber,0,23,Yes,Yes,Yes,Fiber Optic,24.0,Yes,No,No,No,No,Yes,Month-to-Month,1917.1,0.0,0,430.1,Churned
Male,63,No,0,Palmdale,0,11,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,237.3,0.0,0,489.83,Stayed
Female,30,No,0,Madera,0,70,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,1341.5,0.0,0,700.0,Stayed
Male,49,No,0,Lucerne Valley,0,40,Yes,No,Yes,DSL,21.0,No,Yes,No,No,No,Yes,Month-to-Month,2647.1,0.0,0,1479.2,Stayed
Female,59,Yes,1,Pala,0,69,Yes,Yes,Yes,Fiber Optic,24.0,No,Yes,No,Yes,Yes,Yes,Two Year,6398.05,0.0,0,1968.57,Stayed
Female,42,Yes,1,Stockton,1,71,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1810.55,0.0,0,1383.79,Stayed
Male,21,Yes,2,Shingletown,3,61,Yes,No,Yes,Cable,48.0,Yes,Yes,Yes,Yes,Yes,Yes,One Year,5264.5,0.0,0,775.92,Stayed
Female,60,No,0,Irvine,0,26,Yes,Yes,Yes,Fiber Optic,3.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,2599.95,0.0,0,667.16,Stayed
Female,41,Yes,0,Oxnard,1,48,Yes,Yes,Yes,Fiber Optic,30.0,No,No,No,Yes,Yes,Yes,One Year,4029.95,0.0,0,1149.6,Churned
Male,37,Yes,3,O Neals,4,60,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1205.05,0.0,0,939.0,Stayed
Male,54,Yes,0,Newcastle,9,15,Yes,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,Month-to-Month,1108.6,0.0,90,362.55,Stayed
Female,59,Yes,0,San Diego,9,69,Yes,No,Yes,Fiber Optic,5.0,No,Yes,Yes,Yes,Yes,Yes,One Year,7251.9,3.59,0,1667.73,Stayed
Female,42,No,0,Thousand Oaks,0,1,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,19.65,0.0,0,23.67,Stayed
Male,23,Yes,0,Elk Grove,1,59,No,No,Yes,DSL,69.0,No,No,No,Yes,Yes,Yes,Month-to-Month,2452.7,0.0,0,0.0,Churned
Male,50,Yes,3,Santa Cruz,9,54,Yes,Yes,Yes,Fiber Optic,57.0,No,Yes,Yes,Yes,Yes,Yes,One Year,5637.85,23.01,0,391.5,Stayed
Male,38,Yes,0,Brooks,8,72,No,No,Yes,Cable,15.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,4549.05,0.0,0,0.0,Stayed
Female,56,No,0,Chico,0,9,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,150.35,0.0,0,394.47,Stayed
Male,33,Yes,1,Olympic Valley,2,2,Yes,No,Yes,DSL,19.0,No,No,No,No,No,Yes,Month-to-Month,90.05,0.0,0,61.74,Stayed
Male,62,Yes,2,San Ramon,7,66,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1344.5,0.0,0,2080.98,Stayed
Female,61,Yes,2,Brentwood,6,72,Yes,Yes,Yes,Fiber Optic,10.0,Yes,Yes,No,Yes,Yes,Yes,Two Year,7129.45,0.0,0,2535.12,Stayed
Male,63,No,0,Chatsworth,0,43,Yes,No,Yes,Fiber Optic,11.0,No,No,No,No,No,Yes,Month-to-Month,3198.6,0.0,0,1462.0,Churned
Female,65,No,0,Fresno,0,57,No,No,Yes,DSL,26.0,Yes,No,Yes,Yes,Yes,Yes,Two Year,3094.05,0.0,0,0.0,Stayed
Female,42,Yes,2,Pope Valley,1,1,No,No,Yes,DSL,12.0,No,Yes,Yes,No,No,No,Month-to-Month,40.1,0.0,10,0.0,Churned
Female,51,Yes,0,Sacramento,1,32,Yes,Yes,Yes,Fiber Optic,9.0,Yes,No,No,Yes,Yes,No,Month-to-Month,2954.5,0.0,70,1501.44,Churned
Male,72,Yes,0,Manchester,7,55,Yes,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,No,Yes,Two Year,6292.7,0.0,0,710.05,Stayed
Male,61,Yes,0,Los Angeles,9,51,No,No,Yes,DSL,6.0,No,No,No,No,No,Yes,Month-to-Month,1529.45,0.0,0,0.0,Stayed
Female,39,Yes,2,Cobb,3,6,Yes,No,Yes,DSL,10.0,No,Yes,No,No,No,Yes,Month-to-Month,297.35,0.0,0,296.7,Stayed
Male,47,Yes,1,Glendale,1,8,Yes,No,Yes,DSL,20.0,Yes,No,No,No,No,Yes,Month-to-Month,415.05,0.0,0,30.8,Churned
Female,62,No,0,La Jolla,0,28,No,No,Yes,DSL,2.0,Yes,Yes,No,No,No,Yes,Month-to-Month,961.4,0.0,0,0.0,Stayed
Male,57,Yes,0,White Water,1,16,Yes,No,Yes,Cable,17.0,No,No,No,No,No,Yes,One Year,857.8,0.0,0,336.64,Stayed
Female,80,No,1,San Francisco,0,30,Yes,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,Two Year,2974.5,0.0,0,1122.6,Stayed
Female,62,No,0,Yucca Valley,0,12,No,No,Yes,Cable,24.0,Yes,Yes,Yes,Yes,Yes,Yes,One Year,743.3,40.41,0,0.0,Stayed
Female,20,No,0,Crestline,0,60,Yes,Yes,Yes,Fiber Optic,71.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,6396.45,0.0,0,642.0,Churned
Male,47,No,0,West Covina,0,55,Yes,No,Yes,Cable,26.0,No,Yes,No,Yes,Yes,No,One Year,3627.3,0.0,0,1520.75,Stayed
Female,39,No,0,Atascadero,0,1,Yes,No,Yes,DSL,14.0,No,No,No,No,No,Yes,Month-to-Month,45.35,0.0,0,12.46,Stayed
Male,31,Yes,1,Millbrae,10,34,No,No,Yes,DSL,29.0,No,Yes,Yes,No,No,Yes,Two Year,1325.85,0.0,0,0.0,Stayed
Male,56,No,0,Reseda,0,15,No,No,Yes,DSL,29.0,No,Yes,No,No,No,No,Month-to-Month,438.25,0.0,90,0.0,Churned
Female,32,No,2,Los Angeles,0,2,Yes,No,Yes,Fiber Optic,19.0,No,No,Yes,No,No,No,Month-to-Month,144.15,0.0,20,11.7,Churned
Female,62,Yes,3,Sacramento,5,6,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,94.45,0.0,0,264.78,Stayed
Male,30,Yes,0,Venice,0,66,Yes,Yes,Yes,Fiber Optic,52.0,Yes,No,Yes,Yes,Yes,Yes,Two Year,6981.35,0.0,0,1551.66,Churned
Male,50,No,3,Hayward,0,3,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,60.65,0.0,0,58.74,Stayed
Female,39,Yes,2,Caspar,8,72,Yes,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,No,Yes,Two Year,6843.15,0.0,0,1349.28,Stayed
Female,58,No,0,Kenwood,0,10,Yes,No,Yes,Cable,29.0,No,Yes,No,Yes,Yes,Yes,Month-to-Month,629.55,0.0,0,83.5,Stayed
Male,37,No,0,Colfax,0,1,Yes,Yes,Yes,Cable,9.0,No,No,No,No,No,Yes,Month-to-Month,50.45,0.0,0,28.25,Churned
Female,32,Yes,3,Mariposa,0,47,Yes,No,Yes,DSL,57.0,No,Yes,No,Yes,Yes,No,Two Year,3007.25,0.0,80,1412.82,Stayed
Male,62,No,0,Woodacre,0,22,No,No,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1304.85,0.0,0,0.0,Stayed
Male,53,No,0,South Lake Tahoe,0,31,Yes,Yes,Yes,Fiber Optic,30.0,Yes,No,Yes,Yes,Yes,Yes,One Year,3066.45,0.0,0,287.37,Churned
Female,64,Yes,5,Shasta Lake,7,39,Yes,No,Yes,Fiber Optic,76.0,Yes,Yes,No,No,No,Yes,Month-to-Month,3107.3,0.0,0,1586.52,Stayed
Male,71,Yes,0,Chino,1,30,Yes,No,Yes,DSL,29.0,No,No,No,No,No,Yes,Month-to-Month,1527.5,0.0,0,139.5,Churned
Female,43,Yes,1,Traver,3,12,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,232.4,0.0,0,295.8,Stayed
Male,74,Yes,0,Paskenta,2,10,Yes,Yes,Yes,Cable,4.0,No,No,No,Yes,No,Yes,Month-to-Month,856.65,0.0,0,465.0,Churned
Male,77,Yes,0,Mi Wuk Village,4,45,Yes,Yes,Yes,DSL,22.0,Yes,Yes,No,Yes,No,Yes,Two Year,3480.35,0.0,0,422.55,Stayed
Male,51,Yes,0,Covelo,1,18,Yes,Yes,Yes,Fiber Optic,16.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,1742.95,0.0,0,203.4,Churned
Male,19,Yes,3,Big Bend,1,70,No,No,Yes,Cable,47.0,Yes,Yes,Yes,Yes,Yes,Yes,One Year,4138.7,49.23,0,0.0,Stayed
Female,56,Yes,0,Amboy,5,72,No,No,Yes,DSL,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,4784.45,0.0,0,0.0,Stayed
Female,49,No,0,March Air Reserve Base,0,12,Yes,Yes,Yes,Fiber Optic,14.0,Yes,No,No,Yes,Yes,Yes,Month-to-Month,1238.45,0.0,0,192.84,Churned
Female,53,Yes,2,Hemet,5,3,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,54.7,0.0,0,30.39,Stayed
Female,31,No,0,San Diego,0,4,Yes,Yes,Yes,Fiber Optic,26.0,No,No,No,No,No,Yes,Month-to-Month,305.55,0.0,0,123.8,Churned
Male,56,No,0,Comptche,0,6,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,130.5,0.0,0,41.58,Stayed
Female,77,Yes,0,San Diego,1,61,Yes,Yes,Yes,Fiber Optic,29.0,Yes,Yes,No,No,No,Yes,Month-to-Month,5895.45,0.0,0,2058.75,Stayed
Female,79,Yes,0,Lakewood,2,42,Yes,Yes,Yes,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,One Year,4599.15,40.46,0,1485.96,Stayed
Male,37,No,0,Winchester,0,1,Yes,No,Yes,DSL,20.0,No,No,No,No,No,Yes,Month-to-Month,50.75,0.0,0,45.77,Stayed
Male,53,No,0,Los Angeles,0,45,No,No,Yes,DSL,10.0,Yes,Yes,No,No,No,Yes,One Year,1840.75,0.0,0,0.0,Stayed
Female,34,No,0,Manteca,0,8,Yes,No,Yes,DSL,14.0,No,Yes,No,Yes,Yes,Yes,Month-to-Month,574.5,0.0,0,268.32,Stayed
