Age,Number of Dependents,Number of Referrals,Tenure in Months,Avg Monthly GB Download,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Married,City,Phone Service,Multiple Lines,Internet Service,Internet Type,Device Protection Plan,Premium Tech Support,Unlimited Data,Contract,Customer Status,# Streaming Services
31.0,3.0,0.0,15.0,29.0,950.75,0.0,0.0,655.35,Male,No,Tarzana,Yes,No,Yes,DSL,Yes,No,Yes,One Year,Stayed,2
76.0,0.0,2.0,26.0,17.0,1597.4,0.0,0.0,445.12,Female,Yes,Valencia,Yes,No,Yes,Cable,Yes,No,Yes,One Year,Stayed,1
62.0,1.0,5.0,35.0,17.2,882.55,0.0,0.0,866.6,Female,Yes,Sutter,Yes,Yes,No,None,No,No,No,Month-to-Month,Stayed,0
73.0,0.0,4.0,21.0,18.0,1497.05,0.0,100.0,636.3,Female,Yes,Lookout,Yes,Yes,Yes,DSL,Yes,No,No,One Year,Stayed,1
34.0,0.0,0.0,52.0,30.0,4652.4,0.0,0.0,353.6,Male,No,Beverly Hills,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,3
28.0,0.0,0.0,26.0,42.0,1233.15,0.0,0.0,755.82,Male,No,San Bernardino,Yes,No,Yes,Cable,No,No,Yes,Month-to-Month,Stayed,0
59.0,0.0,4.0,71.0,6.0,3263.6,0.0,0.0,0.0,Female,Yes,San Jose,No,No,Yes,Cable,Yes,Yes,Yes,Two Year,Stayed,2
37.0,0.0,0.0,33.0,23.0,2171.15,0.0,0.0,951.72,Male,No,Fort Bidwell,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
59.0,2.0,10.0,66.0,30.0,4097.05,0.0,0.0,1776.06,Male,Yes,Long Beach,Yes,No,Yes,Cable,Yes,Yes,Yes,Two Year,Stayed,0
53.0,0.0,0.0,60.0,22.2,1128.1,0.0,0.0,1867.2,Female,No,Big Bar,Yes,No,No,None,No,No,No,Two Year,Stayed,0
64.0,0.0,3.0,72.0,16.8,1830.05,0.0,0.0,1758.24,Female,Yes,Sonora,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
31.0,0.0,0.0,1.0,12.0,84.5,0.0,0.0,6.89,Male,No,Isleton,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,1
34.0,0.0,0.0,38.0,21.0,3605.6,0.0,0.0,150.1,Male,No,Santa Monica,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,One Year,Stayed,1
77.0,0.0,1.0,61.0,17.0,6405.0,0.0,0.0,2141.71,Female,Yes,Los Angeles,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Churned,2
53.0,0.0,1.0,17.0,4.0,1348.95,0.0,0.0,359.55,Female,Yes,Lathrop,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
38.0,0.0,0.0,46.0,26.0,3249.4,0.0,0.0,1890.6,Male,No,Laguna Hills,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
56.0,0.0,0.0,5.0,22.0,283.95,0.0,10.0,247.0,Female,No,Mountain Ranch,Yes,Yes,Yes,Cable,No,No,No,Month-to-Month,Stayed,0
59.0,1.0,1.0,34.0,12.0,2647.2,0.0,0.0,120.36,Male,Yes,Huntington Beach,Yes,No,Yes,Fiber Optic,No,No,Yes,One Year,Stayed,2
62.0,0.0,0.0,17.0,29.0,1345.65,0.0,0.0,764.32,Female,No,Fresno,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,0
79.0,0.0,5.0,16.0,23.0,825.1,0.0,0.0,568.48,Male,Yes,Springville,Yes,No,Yes,DSL,No,No,Yes,Two Year,Stayed,0
74.0,0.0,0.0,8.0,6.0,606.25,0.0,0.0,110.4,Female,No,San Rafael,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
46.0,0.0,1.0,60.0,19.0,3590.2,0.0,0.0,0.0,Female,Yes,Clovis,No,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,3
54.0,0.0,0.0,25.0,12.0,2015.35,0.0,0.0,670.25,Female,No,San Diego,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
65.0,0.0,0.0,72.0,20.0,7774.05,0.0,0.0,1934.64,Female,No,Adelanto,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,3
69.0,0.0,0.0,66.0,5.0,6976.75,0.0,60.0,767.58,Female,No,Moorpark,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,One Year,Stayed,2
30.0,2.0,4.0,40.0,48.0,2847.2,0.0,0.0,1165.6,Female,Yes,Santa Fe Springs,Yes,No,Yes,DSL,No,Yes,Yes,Month-to-Month,Stayed,2
79.0,0.0,0.0,70.0,20.0,3264.45,0.0,0.0,0.0,Male,No,Portola Valley,No,No,Yes,DSL,No,No,Yes,One Year,Churned,2
63.0,0.0,0.0,23.0,16.4,405.6,0.0,0.0,606.51,Male,No,Moss Beach,Yes,No,No,None,No,No,No,One Year,Stayed,0
75.0,0.0,1.0,37.0,26.0,3171.15,0.0,0.0,1724.57,Male,Yes,Paskenta,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,1
63.0,0.0,0.0,50.0,2.0,3418.2,5.73,0.0,1352.0,Male,No,Camarillo,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,2
37.0,2.0,7.0,60.0,28.0,3694.45,0.0,0.0,2594.4,Male,Yes,Huntington Beach,Yes,No,Yes,DSL,Yes,No,Yes,Two Year,Stayed,0
23.0,0.0,0.0,8.0,36.6,162.3,0.0,0.0,281.68,Male,No,Los Banos,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
73.0,0.0,1.0,43.0,26.0,4414.3,0.0,0.0,749.49,Male,Yes,Mount Laguna,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,2
32.0,0.0,0.0,10.0,17.0,612.95,0.0,0.0,76.5,Male,No,Petaluma,Yes,No,Yes,DSL,No,Yes,Yes,Month-to-Month,Stayed,1
62.0,2.0,0.0,12.0,18.0,1275.65,0.0,0.0,203.52,Female,No,San Francisco,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,3
62.0,0.0,0.0,37.0,25.0,2552.9,0.0,0.0,1067.08,Male,No,Berkeley,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
43.0,3.0,9.0,55.0,53.0,4238.45,0.0,0.0,739.75,Male,Yes,Rancho Cordova,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Month-to-Month,Stayed,0
54.0,1.0,6.0,57.0,24.0,3274.35,0.0,0.0,1074.45,Female,Yes,San Andreas,Yes,No,Yes,Cable,Yes,Yes,Yes,One Year,Stayed,0
48.0,0.0,0.0,1.0,16.0,69.95,0.0,0.0,27.58,Male,No,Mendocino,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
68.0,0.0,0.0,13.0,4.0,1201.15,29.84,140.0,339.43,Male,No,Buena Park,Yes,No,Yes,Fiber Optic,No,No,No,Month-to-Month,Churned,3
29.0,0.0,0.0,43.0,53.0,3662.25,0.0,30.0,107.07,Female,No,San Diego,Yes,Yes,Yes,DSL,Yes,Yes,No,One Year,Stayed,3
32.0,2.0,0.0,61.0,12.2,1124.2,0.0,0.0,916.22,Male,No,Valencia,Yes,No,No,None,No,No,No,Two Year,Stayed,0
42.0,0.0,5.0,67.0,11.0,6368.2,0.0,90.0,1165.8,Male,Yes,Montebello,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Two Year,Stayed,2
55.0,0.0,4.0,71.0,17.0,1672.1,0.0,0.0,1504.49,Female,Yes,Shasta,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
44.0,3.0,1.0,58.0,25.0,4230.25,45.54,0.0,2353.06,Male,Yes,Elk,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,0
64.0,2.0,6.0,22.0,11.0,1663.75,0.0,0.0,795.3,Male,Yes,Walnut Creek,Yes,Yes,Yes,DSL,Yes,Yes,Yes,One Year,Stayed,3
55.0,2.0,0.0,57.0,20.0,5012.35,30.45,0.0,533.52,Male,No,Banning,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Two Year,Stayed,3
31.0,0.0,0.0,67.0,28.0,1311.3,0.0,0.0,316.24,Male,No,Temecula,Yes,No,No,None,No,No,No,Two Year,Stayed,0
56.0,2.0,3.0,36.0,19.2,702.9,0.0,0.0,740.52,Female,Yes,Brownsville,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
52.0,1.0,7.0,72.0,26.0,4855.35,0.0,0.0,1149.12,Male,Yes,Sunol,Yes,No,Yes,DSL,No,Yes,Yes,Two Year,Stayed,1
66.0,0.0,4.0,72.0,22.0,5602.25,0.0,0.0,2330.64,Female,Yes,Lytle Creek,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Two Year,Stayed,0
26.0,0.0,0.0,25.0,48.0,1992.95,0.0,0.0,541.75,Female,No,Redwood City,Yes,No,Yes,DSL,No,Yes,Yes,Month-to-Month,Stayed,3
51.0,0.0,0.0,70.0,30.0,7711.25,0.0,0.0,1024.1,Male,No,Ventura,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,3
41.0,0.0,0.0,1.0,16.0,74.5,0.0,0.0,36.44,Male,Yes,Piru,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
52.0,0.0,1.0,1.0,9.0,102.45,0.0,0.0,25.88,Female,Yes,Garden Grove,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,3
60.0,0.0,0.0,21.0,3.0,2215.0,0.0,0.0,333.69,Male,No,Fresno,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,3
32.0,3.0,4.0,62.0,52.0,6638.35,0.0,30.0,1775.68,Female,Yes,Kenwood,Yes,Yes,Yes,Fiber Optic,No,No,No,Two Year,Stayed,3
59.0,0.0,0.0,65.0,6.0,6153.85,0.0,80.0,1799.2,Female,No,Rowland Heights,Yes,Yes,Yes,Fiber Optic,Yes,No,No,One Year,Stayed,1
48.0,0.0,0.0,38.0,9.4,755.5,0.0,0.0,1239.94,Female,No,Newbury Park,Yes,No,No,None,No,No,No,One Year,Stayed,0
63.0,0.0,1.0,44.0,18.0,2390.45,0.0,0.0,0.0,Male,Yes,Torrance,No,No,Yes,Cable,Yes,No,Yes,Two Year,Stayed,3
61.0,0.0,0.0,6.0,18.8,124.45,0.0,0.0,44.1,Female,No,Oroville,Yes,No,No,None,No,No,No,Two Year,Stayed,0
33.0,0.0,0.0,2.0,21.0,143.65,0.0,0.0,97.32,Male,No,La Palma,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,1
45.0,0.0,0.0,72.0,18.0,7544.3,25.42,0.0,2442.96,Male,No,Palo Verde,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,3
42.0,0.0,0.0,40.0,19.2,827.3,0.0,0.0,915.6,Female,No,Fillmore,Yes,No,No,None,No,No,No,Two Year,Stayed,0
75.0,0.0,0.0,1.0,18.0,69.25,0.0,0.0,29.68,Female,No,Loleta,Yes,No,Yes,Cable,No,No,Yes,Month-to-Month,Churned,0
76.0,0.0,7.0,11.0,29.0,834.7,0.0,0.0,268.62,Male,Yes,Fontana,Yes,No,Yes,Fiber Optic,No,No,Yes,Two Year,Stayed,0
20.0,0.0,7.0,65.0,26.0,6985.65,0.0,0.0,2219.1,Female,Yes,Santa Barbara,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,3
50.0,0.0,9.0,70.0,30.0,7188.5,0.0,30.0,382.2,Female,Yes,Klamath,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Two Year,Stayed,3
25.0,0.0,0.0,10.0,41.0,1048.85,0.0,0.0,402.2,Male,No,Stockton,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,3
78.0,0.0,4.0,1.0,23.0,100.8,0.0,0.0,17.35,Female,Yes,Newport Beach,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,2
27.0,1.0,8.0,41.0,18.2,798.2,0.0,0.0,1620.73,Male,Yes,Santa Rosa,Yes,No,No,None,No,No,No,One Year,Stayed,0
30.0,2.0,6.0,24.0,26.0,1706.45,0.0,0.0,1069.68,Male,Yes,Burbank,Yes,No,Yes,Cable,No,Yes,Yes,Month-to-Month,Stayed,2
49.0,0.0,4.0,2.0,19.0,167.5,0.0,0.0,37.58,Male,Yes,Homeland,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Month-to-Month,Churned,3
27.0,1.0,1.0,4.0,30.4,62.9,0.0,0.0,159.56,Female,Yes,Montebello,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
79.0,0.0,7.0,17.0,13.0,1563.9,0.0,0.0,789.48,Male,Yes,Earlimart,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Two Year,Stayed,2
36.0,1.0,10.0,68.0,24.2,1686.15,0.0,0.0,1824.44,Male,Yes,Turlock,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
32.0,0.0,0.0,4.0,15.0,370.65,0.0,0.0,196.56,Male,No,Santa Barbara,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,3
47.0,0.0,1.0,63.0,15.0,6444.05,0.0,0.0,1118.25,Male,Yes,Fresno,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,3
34.0,0.0,9.0,43.0,21.0,1505.35,49.22,0.0,0.0,Female,Yes,Gazelle,No,No,Yes,Cable,No,Yes,Yes,Month-to-Month,Stayed,0
57.0,0.0,0.0,66.0,26.0,5714.25,0.0,0.0,410.52,Male,Yes,South Gate,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,3
78.0,0.0,0.0,8.0,27.0,780.5,0.0,0.0,351.84,Female,No,San Gabriel,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,2
21.0,0.0,0.0,4.0,42.4,73.45,0.0,0.0,33.52,Male,No,Pacific Palisades,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
79.0,0.0,0.0,2.0,18.0,156.4,0.0,0.0,90.82,Male,No,Hornbrook,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
21.0,0.0,0.0,1.0,41.4,19.75,0.0,0.0,29.33,Male,No,Lancaster,Yes,No,No,None,No,No,No,Month-to-Month,Churned,0
51.0,0.0,1.0,9.0,10.0,442.2,0.0,10.0,0.0,Female,Yes,Pope Valley,No,No,Yes,DSL,Yes,No,No,Month-to-Month,Churned,3
68.0,0.0,1.0,18.0,15.0,1836.25,0.0,0.0,454.86,Female,Yes,San Diego,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Month-to-Month,Churned,2
53.0,0.0,0.0,32.0,25.0,2766.4,47.87,150.0,198.4,Male,No,Escondido,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Month-to-Month,Stayed,0
48.0,2.0,0.0,44.0,29.2,819.95,0.0,0.0,632.28,Male,No,Pine Valley,Yes,No,No,None,No,No,No,Two Year,Stayed,0
20.0,3.0,0.0,1.0,51.0,25.3,0.0,10.0,0.0,Male,No,San Diego,No,No,Yes,Cable,No,No,No,Month-to-Month,Churned,0
28.0,0.0,0.0,1.0,27.0,20.9,0.0,0.0,10.21,Female,No,Alhambra,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
25.0,0.0,0.0,24.0,17.6,527.35,0.0,0.0,143.52,Female,No,Modesto,Yes,No,No,None,No,No,No,One Year,Stayed,0
53.0,0.0,0.0,3.0,21.0,199.85,0.0,0.0,104.28,Female,No,Fellows,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
52.0,0.0,1.0,53.0,13.0,4155.95,0.0,0.0,2520.15,Male,Yes,Miramonte,Yes,Yes,Yes,DSL,Yes,Yes,Yes,One Year,Stayed,1
78.0,0.0,0.0,47.0,12.0,3969.35,0.0,0.0,791.01,Female,No,Concord,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,0
63.0,0.0,1.0,10.0,29.0,813.85,0.0,0.0,301.0,Male,Yes,Elmira,Yes,Yes,Yes,Cable,No,No,Yes,Month-to-Month,Churned,1
47.0,2.0,1.0,1.0,29.0,50.45,0.0,0.0,9.73,Female,Yes,Escondido,Yes,No,Yes,DSL,Yes,No,Yes,Month-to-Month,Churned,0
74.0,0.0,0.0,40.0,24.0,4188.4,0.0,0.0,1141.6,Female,No,Strathmore,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,One Year,Stayed,2
60.0,0.0,0.0,61.0,27.0,5500.6,0.0,0.0,885.72,Female,No,Coulterville,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,2
43.0,0.0,0.0,1.0,10.0,45.15,0.0,0.0,42.34,Female,No,Redondo Beach,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
52.0,0.0,0.0,46.0,17.0,2460.15,0.0,0.0,2079.2,Female,No,Santa Barbara,Yes,No,Yes,DSL,Yes,Yes,Yes,Two Year,Churned,0
42.0,3.0,2.0,72.0,28.0,8041.65,0.0,0.0,839.52,Male,Yes,Northridge,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,3
43.0,2.0,3.0,11.0,13.0,250.8,0.0,0.0,183.37,Male,Yes,West Sacramento,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
25.0,3.0,1.0,25.0,15.2,486.05,0.0,0.0,114.25,Female,Yes,Sierra Madre,Yes,No,No,None,No,No,No,Two Year,Stayed,0
75.0,0.0,0.0,18.0,25.0,1743.9,0.0,0.0,34.56,Male,No,Avila Beach,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,1
45.0,2.0,2.0,62.0,17.8,1297.35,0.0,0.0,115.94,Male,Yes,Blocksburg,Yes,No,No,None,No,No,No,Two Year,Stayed,0
48.0,0.0,0.0,55.0,5.0,2462.6,0.0,0.0,1848.0,Female,No,Los Alamitos,Yes,No,Yes,DSL,No,No,Yes,One Year,Stayed,0
60.0,0.0,0.0,22.0,23.0,1993.8,0.0,0.0,268.18,Female,No,Maxwell,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Month-to-Month,Churned,1
64.0,0.0,1.0,55.0,16.0,5073.1,0.0,0.0,1903.55,Female,Yes,Sacramento,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,1
31.0,0.0,0.0,28.0,13.0,2688.45,42.64,0.0,346.08,Male,No,Oroville,Yes,Yes,Yes,Fiber Optic,No,No,Yes,One Year,Stayed,3
67.0,0.0,0.0,3.0,28.0,132.2,0.0,0.0,0.0,Male,No,La Puente,No,No,Yes,DSL,Yes,No,Yes,Month-to-Month,Churned,2
21.0,0.0,0.0,62.0,51.0,2618.3,0.0,0.0,0.0,Male,No,San Geronimo,No,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,0
20.0,0.0,0.0,1.0,48.0,90.55,0.0,0.0,7.15,Male,No,Long Beach,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,3
23.0,0.0,0.0,13.0,25.2,268.45,0.0,0.0,20.93,Male,No,San Leandro,Yes,No,No,None,No,No,No,Two Year,Stayed,0
40.0,0.0,0.0,22.0,8.0,1886.25,0.0,0.0,132.0,Female,No,Spring Valley,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Month-to-Month,Stayed,2
76.0,0.0,0.0,24.0,23.0,2088.45,0.0,0.0,1107.12,Male,No,Fresno,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Two Year,Stayed,0
66.0,0.0,0.0,41.0,23.0,4689.5,0.0,0.0,1145.95,Female,No,Buena Park,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,3
38.0,0.0,0.0,17.0,24.6,323.15,0.0,0.0,435.54,Female,No,Compton,Yes,No,No,None,No,No,No,One Year,Stayed,0
46.0,0.0,0.0,5.0,26.0,229.4,0.0,0.0,0.0,Female,No,Tulelake,No,No,Yes,Cable,No,No,Yes,Month-to-Month,Stayed,3
37.0,0.0,10.0,45.0,4.0,2296.25,0.0,90.0,1947.15,Male,Yes,Alta,Yes,No,Yes,DSL,Yes,No,No,Two Year,Stayed,0
46.0,0.0,3.0,12.0,17.0,876.75,0.0,0.0,301.08,Female,Yes,Pacifica,Yes,Yes,Yes,Cable,Yes,No,Yes,One Year,Stayed,3
40.0,0.0,0.0,1.0,7.0,19.65,0.0,0.0,13.85,Male,No,Laguna Beach,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
32.0,3.0,2.0,60.0,23.4,1103.25,0.0,0.0,1420.8,Female,Yes,Santa Ana,Yes,No,No,None,No,No,No,Two Year,Stayed,0
30.0,0.0,0.0,1.0,51.0,90.55,0.0,60.0,15.44,Female,No,Castro Valley,Yes,No,Yes,Fiber Optic,No,No,No,Month-to-Month,Churned,3
34.0,0.0,0.0,4.0,18.0,396.3,0.0,0.0,22.52,Female,No,San Jose,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Churned,3
60.0,2.0,0.0,14.0,17.0,1046.5,0.0,0.0,322.0,Female,Yes,Bodega,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
61.0,0.0,0.0,51.0,18.2,996.95,0.0,0.0,1523.37,Female,No,West Covina,Yes,No,No,None,No,No,No,One Year,Stayed,0
43.0,0.0,0.0,1.0,10.8,19.4,0.0,0.0,23.97,Female,No,Gardena,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
37.0,0.0,0.0,72.0,13.0,6350.5,0.0,0.0,596.88,Female,No,Valley Village,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Two Year,Stayed,3
35.0,0.0,0.0,1.0,14.4,19.15,0.0,0.0,22.37,Female,No,Coronado,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
45.0,0.0,2.0,30.0,18.0,587.1,0.0,0.0,686.7,Male,Yes,Oakdale,Yes,No,No,None,No,No,No,One Year,Stayed,0
35.0,0.0,0.0,1.0,21.0,20.2,0.0,0.0,24.48,Male,No,Los Angeles,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
54.0,0.0,0.0,5.0,28.6,99.6,0.0,0.0,189.85,Female,No,Temecula,Yes,No,No,None,No,No,No,One Year,Stayed,0
47.0,0.0,0.0,1.0,14.0,49.75,0.0,0.0,41.79,Male,No,Bakersfield,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
42.0,0.0,0.0,2.0,14.0,184.65,0.0,0.0,82.36,Male,No,Temecula,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
29.0,0.0,0.0,13.0,41.0,1313.25,0.0,120.0,577.59,Male,No,Santa Monica,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Month-to-Month,Stayed,3
57.0,0.0,1.0,71.0,11.0,7690.9,0.0,20.0,408.96,Male,Yes,Lotus,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Two Year,Churned,3
38.0,0.0,0.0,8.0,22.0,436.6,0.0,0.0,385.6,Male,No,Shandon,Yes,Yes,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,1
43.0,2.0,1.0,25.0,26.2,411.15,0.0,0.0,394.0,Male,Yes,Rio Linda,Yes,No,No,None,No,No,No,One Year,Stayed,0
38.0,2.0,0.0,32.0,16.0,696.8,0.0,0.0,542.08,Male,No,San Marino,Yes,No,No,None,No,No,No,Two Year,Stayed,0
46.0,0.0,0.0,11.0,3.0,987.95,0.0,0.0,245.96,Female,No,Branscomb,Yes,Yes,Yes,Cable,No,Yes,Yes,Month-to-Month,Churned,1
45.0,0.0,1.0,2.0,22.0,120.25,0.0,20.0,15.4,Female,Yes,Paskenta,Yes,No,Yes,Fiber Optic,No,No,No,Month-to-Month,Stayed,0
73.0,0.0,10.0,72.0,30.0,6735.05,0.0,0.0,96.48,Male,Yes,Placentia,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,0
37.0,0.0,0.0,39.0,19.0,1630.4,0.0,0.0,0.0,Female,No,Santa Cruz,No,No,Yes,DSL,No,Yes,Yes,One Year,Stayed,0
48.0,3.0,9.0,6.0,20.0,377.85,0.0,0.0,231.0,Male,Yes,Culver City,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
63.0,0.0,0.0,31.0,18.2,589.25,0.0,0.0,1045.01,Female,No,San Diego,Yes,No,No,None,No,No,No,One Year,Stayed,0
19.0,2.0,1.0,59.0,31.8,1222.65,0.0,0.0,561.09,Female,Yes,Santa Rosa,Yes,No,No,None,No,No,No,Two Year,Stayed,0
25.0,0.0,0.0,5.0,51.0,455.5,0.0,0.0,7.45,Female,No,Red Bluff,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
42.0,0.0,3.0,27.0,14.0,2204.35,0.0,0.0,319.41,Male,Yes,Oceanside,Yes,Yes,Yes,DSL,No,Yes,Yes,One Year,Stayed,3
48.0,3.0,6.0,8.0,24.2,159.35,0.0,0.0,137.6,Female,Yes,Mokelumne Hill,Yes,No,No,None,No,No,No,Two Year,Stayed,0
40.0,0.0,0.0,39.0,13.0,1790.6,0.0,0.0,0.0,Male,No,Etna,No,No,Yes,DSL,No,Yes,Yes,One Year,Stayed,1
24.0,0.0,0.0,4.0,51.0,214.55,39.92,0.0,65.0,Female,No,Pasadena,Yes,Yes,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
23.0,2.0,7.0,51.0,27.0,1782.0,9.39,0.0,0.0,Female,Yes,Santa Ana,No,No,Yes,Cable,No,Yes,Yes,Two Year,Stayed,1
24.0,0.0,8.0,4.0,30.0,301.4,0.0,0.0,194.56,Male,Yes,Berkeley,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
19.0,0.0,9.0,3.0,44.6,89.05,0.0,0.0,42.3,Male,Yes,Laguna Niguel,Yes,Yes,No,None,No,No,No,Month-to-Month,Stayed,0
48.0,0.0,0.0,59.0,16.0,4949.1,0.0,0.0,1842.57,Female,No,Cathedral City,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,0
35.0,0.0,0.0,37.0,30.0,2313.8,0.0,0.0,1421.91,Male,No,Rancho Cucamonga,Yes,No,Yes,Cable,Yes,Yes,Yes,Two Year,Stayed,0
67.0,0.0,0.0,7.0,7.0,493.65,0.0,0.0,54.74,Female,No,Fallbrook,Yes,No,Yes,Cable,Yes,No,Yes,Two Year,Stayed,1
43.0,0.0,0.0,6.0,23.0,307.6,0.0,0.0,0.0,Female,No,Volcano,No,No,Yes,Cable,No,Yes,Yes,Month-to-Month,Stayed,2
41.0,0.0,0.0,7.0,42.6,129.15,0.0,0.0,277.13,Female,No,Brookdale,Yes,No,No,None,No,No,No,One Year,Stayed,0
52.0,0.0,0.0,9.0,11.0,724.65,0.0,0.0,65.88,Male,No,Inglewood,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
33.0,0.0,0.0,4.0,23.6,97.5,0.0,0.0,25.44,Female,No,Stockton,Yes,Yes,No,None,No,No,No,One Year,Stayed,0
